name	ui	pharmacological_action_name	pharmacological_action_ui
Saquinavir	D019258	HIV Protease Inhibitors	D017320
Saquinavir	D019258	Cytochrome P-450 CYP3A Inhibitors	D065692
Lamivudine	D019259	Reverse Transcriptase Inhibitors	D018894
Lamivudine	D019259	Anti-HIV Agents	D019380
Hemagglutinin Glycoproteins, Influenza Virus	D019267	Hemagglutinins	D006388
Antibodies, Antineutrophil Cytoplasmic	D019268	Immunologic Factors	D007155
Botulinum Toxins, Type A	D019274	Neuromuscular Agents	D009465
Botulinum Toxins, Type A	D019274	Neurotoxins	D009498
Botulinum Toxins, Type A	D019274	Acetylcholine Release Inhibitors	D065087
Thapsigargin	D019284	Enzyme Inhibitors	D004791
Zinc Sulfate	D019287	Astringents	D001252
Megestrol Acetate	D019290	Antineoplastic Agents, Hormonal	D018931
Megestrol Acetate	D019290	Appetite Stimulants	D019167
2,4-Dinitrophenol	D019297	Coloring Agents	D004396
2,4-Dinitrophenol	D019297	Uncoupling Agents	D014475
Ethinyl Estradiol-Norgestrel Combination	D019304	Contraceptives, Oral, Combined	D003277
Ethinyl Estradiol-Norgestrel Combination	D019304	Contraceptives, Oral, Synthetic	D003280
Ethinyl Estradiol-Norgestrel Combination	D019304	Contraceptives, Postcoital, Synthetic	D003283
1-(5-Isoquinolinesulfonyl)-2-Methylpiperazine	D019307	Enzyme Inhibitors	D004791
Palmitic Acid	D019308	Enzyme Inhibitors	D004791
Staurosporine	D019311	Enzyme Inhibitors	D004791
Okadaic Acid	D019319	Carcinogens	D002273
Okadaic Acid	D019319	Enzyme Inhibitors	D004791
Okadaic Acid	D019319	Ionophores	D007476
omega-N-Methylarginine	D019323	Enzyme Inhibitors	D004791
beta-Naphthoflavone	D019324	Enzyme Inhibitors	D004791
Copper Sulfate	D019327	Antidotes	D000931
Copper Sulfate	D019327	Emetics	D004639
Buthionine Sulfoximine	D019328	Antimetabolites	D000963
Buthionine Sulfoximine	D019328	Antimetabolites, Antineoplastic	D000964
Buthionine Sulfoximine	D019328	Enzyme Inhibitors	D004791
Buthionine Sulfoximine	D019328	Radiation-Protective Agents	D011837
Buthionine Sulfoximine	D019328	Radiation-Sensitizing Agents	D011838
Idazoxan	D019329	Adrenergic alpha-2 Receptor Antagonists	D058669
NG-Nitroarginine Methyl Ester	D019331	Enzyme Inhibitors	D004791
Nitroarginine	D019335	Enzyme Inhibitors	D004791
Acetic Acid	D019342	Indicators and Reagents	D007202
Citric Acid	D019343	Anticoagulants	D000925
Citric Acid	D019343	Calcium Chelating Agents	D065096
Calcium Citrate	D019355	Food Additives	D005503
Potassium Citrate	D019357	Diuretics	D004232
Potassium Citrate	D019357	Expectorants	D005100
Teriparatide	D019379	Bone Density Conservation Agents	D050071
Alendronate	D019386	Bone Density Conservation Agents	D050071
Dietary Sucrose	D019422	Sweetening Agents	D013549
Ritonavir	D019438	HIV Protease Inhibitors	D017320
Ritonavir	D019438	Cytochrome P-450 CYP3A Inhibitors	D065692
Indinavir	D019469	HIV Protease Inhibitors	D017320
Disintegrins	D019483	Platelet Aggregation Inhibitors	D010975
Technetium Tc 99m Exametazime	D019690	Radiopharmaceuticals	D019275
Glycyrrhizic Acid	D019695	Anti-Inflammatory Agents	D000893
Tissue Inhibitor of Metalloproteinases	D019714	Matrix Metalloproteinase Inhibitors	D061965
Tissue Inhibitor of Metalloproteinase-1	D019715	Matrix Metalloproteinase Inhibitors	D061965
Tissue Inhibitor of Metalloproteinase-2	D019716	Matrix Metalloproteinase Inhibitors	D061965
Tissue Inhibitor of Metalloproteinase-3	D019717	Matrix Metalloproteinase Inhibitors	D061965
Topotecan	D019772	Topoisomerase I Inhibitors	D059004
Blood Coagulation Factor Inhibitors	D019774	Anticoagulants	D000925
Technetium Tc 99m Lidofenin	D019780	Radiopharmaceuticals	D019275
Riluzole	D019782	Anticonvulsants	D000927
Riluzole	D019782	Excitatory Amino Acid Antagonists	D018691
Riluzole	D019782	Neuroprotective Agents	D018696
Technetium Tc 99m Dimercaptosuccinic Acid	D019783	Radiopharmaceuticals	D019275
Technetium Tc 99m Diethyl-iminodiacetic Acid	D019784	Radiopharmaceuticals	D019275
Technetium Tc 99m Disofenin	D019785	Radiopharmaceuticals	D019275
Gadolinium DTPA	D019786	Contrast Media	D003287
Fluorodeoxyglucose F18	D019788	Radiopharmaceuticals	D019275
Tetraethylammonium	D019789	Potassium Channel Blockers	D026902
Fluorescein	D019793	Contrast Media	D003287
Fluorescein	D019793	Fluorescent Dyes	D005456
15-Hydroxy-11 alpha,9 alpha-(epoxymethano)prosta-5,13-dienoic Acid	D019796	Vasoconstrictor Agents	D014662
3-Iodobenzylguanidine	D019797	Antineoplastic Agents	D000970
3-Iodobenzylguanidine	D019797	Enzyme Inhibitors	D004791
3-Iodobenzylguanidine	D019797	Radiopharmaceuticals	D019275
Phenol	D019800	Anti-Infective Agents, Local	D000891
Phenol	D019800	Disinfectants	D004202
Phenol	D019800	Sclerosing Solutions	D012597
Mesalamine	D019804	Anti-Inflammatory Agents, Non-Steroidal	D000894
alpha-Methyltyrosine	D019805	Enzyme Inhibitors	D004791
Cromakalim	D019806	Antihypertensive Agents	D000959
Cromakalim	D019806	Bronchodilator Agents	D001993
Cromakalim	D019806	Parasympatholytics	D010276
Cromakalim	D019806	Vasodilator Agents	D014665
Iodoacetic Acid	D019807	Enzyme Inhibitors	D004791
Losartan	D019808	Anti-Arrhythmia Agents	D000889
Losartan	D019808	Antihypertensive Agents	D000959
Losartan	D019808	Angiotensin II Type 1 Receptor Blockers	D047228
Streptavidin	D019809	Indicators and Reagents	D007202
Sodium Azide	D019810	Enzyme Inhibitors	D004791
Sodium Azide	D019810	Indicators and Reagents	D007202
Sodium Azide	D019810	Mutagens	D009153
Sodium Azide	D019810	Vasodilator Agents	D014665
1,2-Dimethylhydrazine	D019813	Alkylating Agents	D000477
1,2-Dimethylhydrazine	D019813	Carcinogens	D002273
1,2-Dimethylhydrazine	D019813	Mutagens	D009153
Oxalic Acid	D019815	Reducing Agents	D019163
Benzoic Acid	D019817	Antifungal Agents	D000935
Benzoic Acid	D019817	Food Preservatives	D005520
Clavulanic Acid	D019818	beta-Lactamase Inhibitors	D065093
Budesonide	D019819	Anti-Inflammatory Agents	D000893
Budesonide	D019819	Bronchodilator Agents	D001993
Budesonide	D019819	Glucocorticoids	D005938
Simvastatin	D019821	Anticholesteremic Agents	D000924
Simvastatin	D019821	Hypolipidemic Agents	D000960
Simvastatin	D019821	Hydroxymethylglutaryl-CoA Reductase Inhibitors	D019161
beta-MSH	D019824	Hormones	D006728
gamma-MSH	D019825	Hormones	D006728
Nevirapine	D019829	Reverse Transcriptase Inhibitors	D018894
Nevirapine	D019829	Anti-HIV Agents	D019380
Nevirapine	D019829	Cytochrome P-450 CYP3A Inducers	D065701
Adenosine-5'-(N-ethylcarboxamide)	D019830	Antineoplastic Agents	D000970
Adenosine-5'-(N-ethylcarboxamide)	D019830	Vasodilator Agents	D014665
N-Methylscopolamine	D019832	Parasympatholytics	D010276
Genistein	D019833	Anticarcinogenic Agents	D016588
Genistein	D019833	Protein Kinase Inhibitors	D047428
Genistein	D019833	Phytoestrogens	D048789
FMRFamide	D019835	Membrane Transport Modulators	D049990
2-Propanol	D019840	Solvents	D012997
Antibodies, Archaeal	D019844	Immunologic Factors	D007155
Gastrin-Releasing Peptide	D019886	Gastrointestinal Agents	D005765
Nelfinavir	D019888	HIV Protease Inhibitors	D017320
3,4-Dichloro-N-methyl-N-(2-(1-pyrrolidinyl)-cyclohexyl)-benzeneacetamide, (trans)-Isomer	D019900	Antihypertensive Agents	D000959
3,4-Dichloro-N-methyl-N-(2-(1-pyrrolidinyl)-cyclohexyl)-benzeneacetamide, (trans)-Isomer	D019900	Analgesics, Non-Narcotic	D018712
Polymethyl Methacrylate	D019904	Bone Cements	D001843
Polymethyl Methacrylate	D019904	Vasodilator Agents	D014665
Polymethyl Methacrylate	D019904	Antimutagenic Agents	D016587
Benzyl Alcohol	D019905	Anesthetics, Local	D000779
Propylene Glycol	D019946	Solvents	D012997
Propylene Glycol	D019946	Pharmaceutical Vehicles	D014677
Amoxicillin-Potassium Clavulanate Combination	D019980	beta-Lactamase Inhibitors	D065093
1-Octanol	D020003	Solvents	D012997
Delavirdine	D020008	Reverse Transcriptase Inhibitors	D018894
Delavirdine	D020008	Anti-HIV Agents	D019380
Leukotriene Antagonists	D020024	Anti-Asthmatic Agents	D018927
Tyrphostins	D020032	Antineoplastic Agents	D000970
Tyrphostins	D020032	Enzyme Inhibitors	D004791
Natriuretic Peptide, Brain	D020097	Natriuretic Agents	D045283
Natriuretic Peptide, C-Type	D020098	Natriuretic Agents	D045283
Milrinone	D020105	Cardiotonic Agents	D002316
Milrinone	D020105	Platelet Aggregation Inhibitors	D010975
Milrinone	D020105	Vasodilator Agents	D014665
Milrinone	D020105	Phosphodiesterase 3 Inhibitors	D058987
Nicorandil	D020108	Anti-Arrhythmia Agents	D000889
Nicorandil	D020108	Antihypertensive Agents	D000959
Nicorandil	D020108	Vasodilator Agents	D014665
Nicorandil	D020108	Vitamin B Complex	D014803
Devazepide	D020109	Hormone Antagonists	D006727
Pinacidil	D020110	Antihypertensive Agents	D000959
Pinacidil	D020110	Vasodilator Agents	D014665
Pinacidil	D020110	Membrane Transport Modulators	D049990
Chlorodiphenyl (54% Chlorine)	D020111	Antithyroid Agents	D013956
Rhodamine 123	D020112	Fluorescent Dyes	D005456
Phenolphthalein	D020113	Indicators and Reagents	D007202
Cisapride	D020117	Anti-Ulcer Agents	D000897
Cisapride	D020117	Gastrointestinal Agents	D005765
Cisapride	D020117	Serotonin Receptor Agonists	D017366
Iodocyanopindolol	D020120	Adrenergic beta-Antagonists	D000319
Sirolimus	D020123	Anti-Bacterial Agents	D000900
Sirolimus	D020123	Antibiotics, Antineoplastic	D000903
Sirolimus	D020123	Antifungal Agents	D000935
Sirolimus	D020123	Immunosuppressive Agents	D007166
Brefeldin A	D020126	Anti-Bacterial Agents	D000900
Brefeldin A	D020126	Antifungal Agents	D000935
Brefeldin A	D020126	Antiviral Agents	D000998
Brefeldin A	D020126	Protein Synthesis Inhibitors	D011500
Butyric Acid	D020148	Histamine Antagonists	D006633
Salicylic Acid	D020156	Anti-Infective Agents	D000890
Salicylic Acid	D020156	Antifungal Agents	D000935
Salicylic Acid	D020156	Keratolytic Agents	D007641
Sodium Benzoate	D020160	Antifungal Agents	D000935
Sodium Benzoate	D020160	Food Preservatives	D005520
p-Chloromercuribenzoic Acid	D020245	Sulfhydryl Reagents	D013439
Sertraline	D020280	Antidepressive Agents	D000928
Sertraline	D020280	Serotonin Uptake Inhibitors	D017367
Methylmethacrylate	D020366	Bone Cements	D001843
Iofetamine	D020367	Radiopharmaceuticals	D019275
Dexfenfluramine	D020372	Serotonin Receptor Agonists	D017366
Poloxamer	D020442	Excipients	D005079
Poloxamer	D020442	Surface-Active Agents	D013501
Cefixime	D020682	Anti-Bacterial Agents	D000900
GTPase-Activating Proteins	D020690	GTP Phosphohydrolase Activators	D020549
ras GTPase-Activating Proteins	D020703	GTP Phosphohydrolase Activators	D020549
RGS Proteins	D020710	GTP Phosphohydrolase Activators	D020549
Chimerin Proteins	D020740	GTP Phosphohydrolase Activators	D020549
Mibefradil	D020748	Antihypertensive Agents	D000959
Mibefradil	D020748	Calcium Channel Blockers	D002121
Mibefradil	D020748	Vasodilator Agents	D014665
Mibefradil	D020748	Cytochrome P-450 CYP1A2 Inhibitors	D065609
Pancrelipase	D020799	Gastrointestinal Agents	D005765
Plasma Kallikrein	D020842	Coagulants	D003029
Raloxifene Hydrochloride	D020849	Estrogen Antagonists	D004965
Raloxifene Hydrochloride	D020849	Selective Estrogen Receptor Modulators	D020845
Raloxifene Hydrochloride	D020849	Bone Density Conservation Agents	D050071
omega-Conotoxin GVIA	D020866	Calcium Channel Blockers	D002121
omega-Conotoxin GVIA	D020866	Neurotoxins	D009498
omega-Agatoxin IVA	D020867	Calcium Channel Blockers	D002121
omega-Agatoxin IVA	D020867	Neurotoxins	D009498
Enkephalin, Ala(2)-MePhe(4)-Gly(5)-	D020875	Analgesics, Opioid	D000701
Enkephalin, Ala(2)-MePhe(4)-Gly(5)-	D020875	Anti-Arrhythmia Agents	D000889
Enkephalin, Ala(2)-MePhe(4)-Gly(5)-	D020875	Neurotransmitter Agents	D018377
Enkephalin, D-Penicillamine (2,5)-	D020881	Analgesics, Opioid	D000701
Enkephalin, D-Penicillamine (2,5)-	D020881	Neurotransmitter Agents	D018377
Selenious Acid	D020887	Trace Elements	D014131
Vigabatrin	D020888	Anticonvulsants	D000927
Vigabatrin	D020888	Enzyme Inhibitors	D004791
Vigabatrin	D020888	GABA Agents	D018682
Rolipram	D020889	Antidepressive Agents	D000928
Rolipram	D020889	Phosphodiesterase 4 Inhibitors	D058988
Raclopride	D020891	Antipsychotic Agents	D014150
Raclopride	D020891	Dopamine Antagonists	D018492
Acarbose	D020909	Glycoside Hydrolase Inhibitors	D065089
Ketorolac	D020910	Anti-Inflammatory Agents, Non-Steroidal	D000894
Ketorolac	D020910	Cyclooxygenase Inhibitors	D016861
Ketorolac Tromethamine	D020911	Anti-Inflammatory Agents, Non-Steroidal	D000894
Ketorolac Tromethamine	D020911	Cyclooxygenase Inhibitors	D016861
Moclobemide	D020912	Antidepressive Agents	D000928
Moclobemide	D020912	Monoamine Oxidase Inhibitors	D008996
Perindopril	D020913	Angiotensin-Converting Enzyme Inhibitors	D000806
Perindopril	D020913	Antihypertensive Agents	D000959
Conotoxins	D020916	Calcium Channel Blockers	D002121
Conotoxins	D020916	Neurotoxins	D009498
Medetomidine	D020926	Hypnotics and Sedatives	D006993
Medetomidine	D020926	Analgesics, Non-Narcotic	D018712
Medetomidine	D020926	Adrenergic alpha-2 Receptor Agonists	D058647
Dexmedetomidine	D020927	Hypnotics and Sedatives	D006993
Dexmedetomidine	D020927	Analgesics, Non-Narcotic	D018712
Dexmedetomidine	D020927	Adrenergic alpha-2 Receptor Agonists	D058647
Tea Tree Oil	D020947	Anti-Infective Agents, Local	D000891
omega-Conotoxins	D020960	Calcium Channel Blockers	D002121
omega-Conotoxins	D020960	Neurotoxins	D009498
Shiga Toxins	D022603	Protein Synthesis Inhibitors	D011500
Defensins	D023082	Anti-Infective Agents	D000890
beta-Defensins	D023083	Anti-Infective Agents	D000890
alpha-Defensins	D023084	Alarmins	D000067531
alpha-Defensins	D023084	Anti-Infective Agents	D000890
Antimicrobial Cationic Peptides	D023181	Anti-Infective Agents	D000890
Oxazolidinones	D023303	Anti-Infective Agents	D000890
Oxazolidinones	D023303	Protein Synthesis Inhibitors	D011500
zeta Carotene	D024321	Antioxidants	D000975
Vitamin K 2	D024482	Antifibrinolytic Agents	D000933
Vitamin K 2	D024482	Vitamins	D014815
Vitamin K 3	D024483	Antifibrinolytic Agents	D000933
Vitamin K 3	D024483	Vitamins	D014815
alpha-Tocopherol	D024502	Antioxidants	D000975
alpha-Tocopherol	D024502	Vitamins	D014815
beta-Tocopherol	D024503	Antioxidants	D000975
beta-Tocopherol	D024503	Vitamins	D014815
gamma-Tocopherol	D024504	Antioxidants	D000975
gamma-Tocopherol	D024504	Vitamins	D014815
Tocopherols	D024505	Antioxidants	D000975
Tocopherols	D024505	Vitamins	D014815
Tocotrienols	D024508	Antioxidants	D000975
Tocotrienols	D024508	Vitamins	D014815
Fluoroquinolones	D024841	Anti-Bacterial Agents	D000900
Fluoroquinolones	D024841	Nucleic Acid Synthesis Inhibitors	D019384
Vitamin B 6	D025101	Vitamin B Complex	D014803
Streptogramins	D025361	Anti-Bacterial Agents	D000900
Streptogramin Group A	D025362	Anti-Bacterial Agents	D000900
Streptogramin A	D025364	Anti-Bacterial Agents	D000900
Streptogramin Group B	D025382	Anti-Bacterial Agents	D000900
Dihydroergocornine	D025441	Dopamine Agonists	D018491
Dihydroergocristine	D025442	Vasodilator Agents	D014665
Dihydroergocristine	D025442	Adrenergic Antagonists	D018674
Dihydroergocryptine	D025443	Vasodilator Agents	D014665
Dihydroergocryptine	D025443	Dopamine Agonists	D018491
Mikamycin	D025761	Anti-Bacterial Agents	D000900
Pristinamycin	D025762	Anti-Bacterial Agents	D000900
Vernamycin B	D025763	Anti-Bacterial Agents	D000900
Permethrin	D026023	Enzyme Inhibitors	D004791
Permethrin	D026023	Insecticides	D007306
Singlet Oxygen	D026082	Oxidants	D016877
S-Nitrosothiols	D026403	Anti-Infective Agents	D000890
S-Nitrosothiols	D026403	Bronchodilator Agents	D001993
S-Nitrosothiols	D026403	Platelet Aggregation Inhibitors	D010975
S-Nitrosothiols	D026403	Vasodilator Agents	D014665
S-Nitrosothiols	D026403	Nitric Oxide Donors	D020030
S-Nitrosoglutathione	D026422	Anti-Infective Agents	D000890
S-Nitrosoglutathione	D026422	Bronchodilator Agents	D001993
S-Nitrosoglutathione	D026422	Platelet Aggregation Inhibitors	D010975
S-Nitrosoglutathione	D026422	Vasodilator Agents	D014665
S-Nitrosoglutathione	D026422	Neuroprotective Agents	D018696
S-Nitrosoglutathione	D026422	Nitric Oxide Donors	D020030
S-Nitroso-N-Acetylpenicillamine	D026423	Enzyme Inhibitors	D004791
S-Nitroso-N-Acetylpenicillamine	D026423	Vasodilator Agents	D014665
S-Nitroso-N-Acetylpenicillamine	D026423	Nitric Oxide Donors	D020030
Epothilones	D034261	Tubulin Modulators	D050257
Hepatitis A Antibodies	D035922	Immunologic Factors	D007155
Stevia	D036625	Sweetening Agents	D013549
Fumonisins	D037341	Poisons	D011042
Immunoconglutinins	D037561	Immunologic Factors	D007155
Artemisinins	D037621	Antimalarials	D000962
Pulmonary Surfactant-Associated Proteins	D037661	Pulmonary Surfactants	D011663
Pulmonary Surfactant-Associated Protein A	D037662	Pulmonary Surfactants	D011663
Pulmonary Surfactant-Associated Protein D	D037663	Pulmonary Surfactants	D011663
Pulmonary Surfactant-Associated Protein B	D037701	Pulmonary Surfactants	D011663
Pulmonary Surfactant-Associated Protein C	D037721	Pulmonary Surfactants	D011663
Eukaryotic Initiation Factor-5	D040061	GTP Phosphohydrolase Activators	D020549
Estrogens, Esterified (USP)	D042724	Estrogens	D004967
Estrogenic Steroids, Alkylated	D042782	Estrogens	D004967
Angiostatic Proteins	D043165	Angiogenesis Inhibitors	D020533
Angiostatins	D043168	Antineoplastic Agents	D000970
Angiostatins	D043168	Angiogenesis Inhibitors	D020533
Endostatins	D043169	Antineoplastic Agents	D000970
Endostatins	D043169	Angiogenesis Inhibitors	D020533
Antibodies, Phospho-Specific	D045163	Immunologic Factors	D007155
Testosterone Congeners	D045165	Anabolic Agents	D045930
Plantibodies	D046549	Immunologic Factors	D007155
beta-Lactams	D047090	Anti-Bacterial Agents	D000900
Eosinophil Granule Proteins	D047091	Immunologic Factors	D007155
Eosinophil Major Basic Protein	D047093	Immunologic Factors	D007155
Eosinophil Cationic Protein	D047150	Immunologic Factors	D007155
Eosinophil-Derived Neurotoxin	D047208	Immunologic Factors	D007155
Eosinophil Peroxidase	D047209	Immunologic Factors	D007155
Chitosan	D048271	Anticholesteremic Agents	D000924
Chitosan	D048271	Biocompatible Materials	D001672
Chitosan	D048271	Chelating Agents	D002614
Chitosan	D048271	Hemostatics	D006490
Luciferases, Firefly	D049409	Luminescent Agents	D049408
Luciferases, Renilla	D049410	Luminescent Agents	D049408
Green Fluorescent Proteins	D049452	Luminescent Agents	D049408
Luciferases, Bacterial	D049453	Luminescent Agents	D049408
Firefly Luciferin	D049454	Luminescent Agents	D049408
Phosphatidylethanolamine Binding Protein	D049488	Protein Kinase Inhibitors	D047428
Insulin, Long-Acting	D049528	Hypoglycemic Agents	D007004
Immunoglobulin Subunits	D050440	Immunologic Factors	D007155
Complement C3-C5 Convertases	D050577	Immunologic Factors	D007155
Complement C3-C5 Convertases, Alternative Pathway	D050578	Immunologic Factors	D007155
Complement C3-C5 Convertases, Classical Pathway	D050579	Immunologic Factors	D007155
Mannose-Binding Protein-Associated Serine Proteases	D050606	Immunologic Factors	D007155
Complement C2a	D050678	Immunologic Factors	D007155
Complement C2b	D050679	Immunologic Factors	D007155
Complement C4b-Binding Protein	D050716	Complement Inactivating Agents	D051056
Complement C1 Inhibitor Protein	D050718	Complement Inactivating Agents	D051056
Cyclin-Dependent Kinase Inhibitor Proteins	D050756	Protein Kinase Inhibitors	D047428
Cyclin-Dependent Kinase Inhibitor p21	D050759	Protein Kinase Inhibitors	D047428
Cyclin-Dependent Kinase Inhibitor p27	D050760	Protein Kinase Inhibitors	D047428
Cyclin-Dependent Kinase Inhibitor p57	D050761	Protein Kinase Inhibitors	D047428
Cyclin-Dependent Kinase Inhibitor p15	D050762	Protein Kinase Inhibitors	D047428
Cyclin-Dependent Kinase Inhibitor p18	D050763	Protein Kinase Inhibitors	D047428
Cyclin-Dependent Kinase Inhibitor p19	D050764	Protein Kinase Inhibitors	D047428
Complement C5b	D050776	Immunologic Factors	D007155
Betalains	D050858	Coloring Agents	D004396
Betacyanins	D050859	Coloring Agents	D004396
