pharmacological_action_name	pharmacological_action_ui	name	ui	entry_term_name	entry_term_ui
Tocolytic Agents	D015149	Indomethacin	D007213	Hydrochloride, Indomethacin	T360363
Tocolytic Agents	D015149	Terbutaline	D013726	Brethine	T040318
Tocolytic Agents	D015149	Terbutaline	D013726	Brethaire	T040317
Tocolytic Agents	D015149	Terbutaline	D013726	Asthmoprotect	T619619
Tocolytic Agents	D015149	Terbutaline	D013726	Terbutaline	T040316
Tocolytic Agents	D015149	Magnesium Sulfate	D008278	Magnesium Sulfate, Heptahydrate	T360296
Tocolytic Agents	D015149	Magnesium Sulfate	D008278	Sulfate, Magnesium	T024686
Tocolytic Agents	D015149	Magnesium Sulfate	D008278	Magnesium Sulfate	T024686
Tocolytic Agents	D015149	Terbutaline	D013726	Arubendol	T619617
Tocolytic Agents	D015149	Terbutaline	D013726	Terbuturmant	T619663
Tocolytic Agents	D015149	Terbutaline	D013726	Terbutaline Sulfate	T040319
Tocolytic Agents	D015149	Terbutaline	D013726	Terbutalin ratiopharm	T619661
Tocolytic Agents	D015149	Terbutaline	D013726	Terbutalin-ratiopharm	T619661
Tocolytic Agents	D015149	Terbutaline	D013726	terbutalin von ct	T619659
Tocolytic Agents	D015149	Fenoterol	D005280	Fenoterol Hydrochloride	T361391
Tocolytic Agents	D015149	Albuterol	D000420	Proventil	T001268
Tocolytic Agents	D015149	Terbutaline	D013726	Terbutalin AL	T619637
Tocolytic Agents	D015149	Terbutaline	D013726	Terbul	T619635
Tocolytic Agents	D015149	Albuterol	D000420	Albuterol	T001263
Tocolytic Agents	D015149	Terbutaline	D013726	Tedipulmo	T619633
Tocolytic Agents	D015149	Albuterol	D000420	Albuterol Sulfate	T001265
Tocolytic Agents	D015149	Albuterol	D000420	Sultanol	T001267
Tocolytic Agents	D015149	Albuterol	D000420	Ventolin	T001264
Tocolytic Agents	D015149	Albuterol	D000420	2-t-Butylamino-1-(4-hydroxy-3-hydroxy-3-hydroxymethyl)phenylethanol	T001262
Tocolytic Agents	D015149	Albuterol	D000420	Salbutamol	T001266
Tocolytic Agents	D015149	Fenoterol	D005280	p-Hydroxyphenyl-orciprenaline	T016148
Tocolytic Agents	D015149	Fenoterol	D005280	Phenoterol	T016149
Tocolytic Agents	D015149	Isoxsuprine	D007556	Duvadilan	T022714
Tocolytic Agents	D015149	Indomethacin	D007213	Indomet 140	T021615
Tocolytic Agents	D015149	Metaproterenol	D009921	Alotec	T029354
Tocolytic Agents	D015149	Ritodrine	D012312	Ritodrine Hydrochloride	T616938
Tocolytic Agents	D015149	Ritodrine	D012312	Hydrochloride, Ritodrine	T616938
Tocolytic Agents	D015149	Ritodrine	D012312	Ritodrine	T036548
Tocolytic Agents	D015149	Indomethacin	D007213	Indomethacin Hydrochloride	T360363
Tocolytic Agents	D015149	Metaproterenol	D009921	Orciprenaline Sulfate	T757911
Tocolytic Agents	D015149	Metaproterenol	D009921	Alupent	T029360
Tocolytic Agents	D015149	Metaproterenol	D009921	Metaproterenol Sulfate	T029356
Tocolytic Agents	D015149	Metaproterenol	D009921	Polistirex, Metaproterenol	T432864
Tocolytic Agents	D015149	Metaproterenol	D009921	Metaproterenol Polistirex	T432864
Tocolytic Agents	D015149	Metaproterenol	D009921	Orciprenaline	T029359
Tocolytic Agents	D015149	Metaproterenol	D009921	Metaproterenol	T029358
Tocolytic Agents	D015149	Nylidrin	D009756	Arlidin	T028970
Tocolytic Agents	D015149	Nylidrin	D009756	Hydrochloride, Nylidrin	T028976
Tocolytic Agents	D015149	Fenoterol	D005280	Hydrochloride, Fenoterol	T361391
Tocolytic Agents	D015149	Nylidrin	D009756	Nylidrin Hydrochloride	T028976
Tocolytic Agents	D015149	Metaproterenol	D009921	Metaprel	T029355
Tocolytic Agents	D015149	Hexoprenaline	D006594	Sulfate, Hexoprenaline	T019854
Tocolytic Agents	D015149	Ritodrine	D012312	Yutopar	T036549
Tocolytic Agents	D015149	Ritodrine	D012312	Pre-Par	T036547
Tocolytic Agents	D015149	Ritodrine	D012312	Pre Par	T036547
Tocolytic Agents	D015149	Ritodrine	D012312	PrePar	T036547
Tocolytic Agents	D015149	Ritodrine	D012312	DU-21220	T036545
Tocolytic Agents	D015149	Ritodrine	D012312	DU 21220	T036545
Tocolytic Agents	D015149	Ritodrine	D012312	DU21220	T036545
Tocolytic Agents	D015149	Hexoprenaline	D006594	Hexoprenaline	T019850
Tocolytic Agents	D015149	Hexoprenaline	D006594	St 1512	T019855
Tocolytic Agents	D015149	Hexoprenaline	D006594	St1512	T019855
Tocolytic Agents	D015149	Hexoprenaline	D006594	Ipradol	T019851
Tocolytic Agents	D015149	Hexoprenaline	D006594	Ginipral	T019852
Tocolytic Agents	D015149	Hexoprenaline	D006594	Gynipral	T019853
Tocolytic Agents	D015149	Hexoprenaline	D006594	Hexoprenaline Sulfate	T019854
Tocolytic Agents	D015149	Hexoprenaline	D006594	St-1512	T019855
Tocolytic Agents	D015149	Nylidrin	D009756	Dilatol	T028971
Tocolytic Agents	D015149	Metaproterenol	D009921	Astmopent	T029353
Tocolytic Agents	D015149	Nylidrin	D009756	Bufenine	T028974
Tocolytic Agents	D015149	Nifedipine	D009543	Adalat	T028450
Tocolytic Agents	D015149	Nylidrin	D009756	Buphenine	T028972
Tocolytic Agents	D015149	Nifedipine	D009543	Korinfar	T028439
Tocolytic Agents	D015149	Nifedipine	D009543	Corinfar	T028447
Tocolytic Agents	D015149	Nifedipine	D009543	Cordipine	T028444
Tocolytic Agents	D015149	Nifedipine	D009543	Vascard	T708082
Tocolytic Agents	D015149	Nifedipine	D009543	Cordipin	T028446
Tocolytic Agents	D015149	Nifedipine	D009543	Nifangin	T028445
Tocolytic Agents	D015149	Nifedipine	D009543	Fenigidin	T028440
Tocolytic Agents	D015149	Fenoterol	D005280	Fenoterol	T016146
Tocolytic Agents	D015149	Nifedipine	D009543	Nifedipine Monohydrochloride	T360153
Tocolytic Agents	D015149	Nifedipine	D009543	BAYa1040	T028437
Tocolytic Agents	D015149	Nifedipine	D009543	Procardia	T028443
Tocolytic Agents	D015149	Nylidrin	D009756	Buphenin	T028975
Tocolytic Agents	D015149	Nylidrin	D009756	Nylidrin	T028973
Tocolytic Agents	D015149	Nifedipine	D009543	Nifedipine	T028442
Tocolytic Agents	D015149	Nifedipine	D009543	Bay-1040	T028438
Tocolytic Agents	D015149	Nifedipine	D009543	Monohydrochloride, Nifedipine	T360153
Tocolytic Agents	D015149	Nifedipine	D009543	Bay 1040	T028438
Tocolytic Agents	D015149	Nifedipine	D009543	Procardia XL	T028448
Tocolytic Agents	D015149	Nifedipine	D009543	Bay1040	T028438
Tocolytic Agents	D015149	Nifedipine	D009543	BAY-a-1040	T028437
Tocolytic Agents	D015149	Nifedipine	D009543	BAY a 1040	T028437
Topoisomerase I Inhibitors	D059004	Topotecan	D019772	9 Dimethylaminomethyl 10 hydroxycamptothecin	T058775
Topoisomerase I Inhibitors	D059004	Topotecan	D019772	Topotecan	T058774
Topoisomerase I Inhibitors	D059004	Topotecan	D019772	Topotecan Hydrochloride	T058773
Topoisomerase I Inhibitors	D059004	Topotecan	D019772	Hydrochloride, Topotecan	T058773
Topoisomerase I Inhibitors	D059004	Topotecan	D019772	9-Dimethylaminomethyl-10-hydroxycamptothecin	T058775
Topoisomerase I Inhibitors	D059004	Topotecan	D019772	Nogitecan Hydrochloride	T529636
Topoisomerase I Inhibitors	D059004	Topotecan	D019772	SK&F104864A	T058770
Topoisomerase I Inhibitors	D059004	Topotecan	D019772	Topotecan Monohydrochloride, (S)-Isomer	T359278
Topoisomerase I Inhibitors	D059004	Topotecan	D019772	SKF-104864-A	T058772
Topoisomerase I Inhibitors	D059004	Topotecan	D019772	SKF 104864 A	T058772
Topoisomerase I Inhibitors	D059004	Topotecan	D019772	SKF104864A	T058772
Topoisomerase I Inhibitors	D059004	Topotecan	D019772	Hycamtin	T058771
Topoisomerase I Inhibitors	D059004	Topotecan	D019772	Hydrochloride, Nogitecan	T529636
Topoisomerase I Inhibitors	D059004	Topotecan	D019772	NSC 609699	T058769
Topoisomerase I Inhibitors	D059004	Topotecan	D019772	NSC-609699	T058769
Topoisomerase I Inhibitors	D059004	Topotecan	D019772	Hycamtamine	T058776
Topoisomerase I Inhibitors	D059004	Topotecan	D019772	SK&F 104864 A	T058770
Topoisomerase I Inhibitors	D059004	Topotecan	D019772	SK&F-104864-A	T058770
Topoisomerase I Inhibitors	D059004	Camptothecin	D002166	Camptothecin	T006191
Topoisomerase I Inhibitors	D059004	Camptothecin	D002166	Camptothecine	T006192
Topoisomerase I Inhibitors	D059004	Topotecan	D019772	NSC609699	T058769
Topoisomerase II Inhibitors	D059005	Levofloxacin	D064704	Levofloxacin Anhydrous	T840358
Topoisomerase II Inhibitors	D059005	Levofloxacin	D064704	Levofloxacin	T044629
Topoisomerase II Inhibitors	D059005	Levofloxacin	D064704	Ofloxacin, (S)-Isomer	T359707
Topoisomerase II Inhibitors	D059005	Levofloxacin	D064704	Anhydrous, Levofloxacin	T840358
Topoisomerase II Inhibitors	D059005	Daunorubicin	D003630	NSC82151	T010582
Topoisomerase II Inhibitors	D059005	Levofloxacin	D064704	Levaquin	T636073
Topoisomerase II Inhibitors	D059005	Daunorubicin	D003630	Daunorubicin	T010581
Topoisomerase II Inhibitors	D059005	Daunorubicin	D003630	Daunomycin	T010580
Topoisomerase II Inhibitors	D059005	Daunorubicin	D003630	Rubomycin	T010584
Topoisomerase II Inhibitors	D059005	Daunorubicin	D003630	Dauno-Rubidomycine	T010579
Topoisomerase II Inhibitors	D059005	Daunorubicin	D003630	Dauno Rubidomycine	T010579
Topoisomerase II Inhibitors	D059005	Daunorubicin	D003630	Rubidomycin	T010583
Topoisomerase II Inhibitors	D059005	Daunorubicin	D003630	Daunoblastin	T010587
Topoisomerase II Inhibitors	D059005	Daunorubicin	D003630	Daunoblastine	T010586
Topoisomerase II Inhibitors	D059005	Daunorubicin	D003630	NSC-82151	T010582
Topoisomerase II Inhibitors	D059005	Daunorubicin	D003630	NSC 82151	T010582
Topoisomerase II Inhibitors	D059005	Daunorubicin	D003630	Cerubidine	T010585
Topoisomerase II Inhibitors	D059005	Daunorubicin	D003630	Daunorubicin Hydrochloride	T010588
Topoisomerase II Inhibitors	D059005	Daunorubicin	D003630	Hydrochloride, Daunorubicin	T010588
Topoisomerase II Inhibitors	D059005	Mitoxantrone	D008942	Mitoxantrone	T026730
Topoisomerase II Inhibitors	D059005	Mitoxantrone	D008942	Mitozantrone	T026734
Topoisomerase II Inhibitors	D059005	Mitoxantrone	D008942	DHAQ	T026729
Topoisomerase II Inhibitors	D059005	Mitoxantrone	D008942	NSC-279836	T026731
Topoisomerase II Inhibitors	D059005	Levofloxacin	D064704	Quixin	T557859
Topoisomerase II Inhibitors	D059005	Mitoxantrone	D008942	NSC 279836	T026731
Topoisomerase II Inhibitors	D059005	Etoposide	D005047	Toposar	T624922
Topoisomerase II Inhibitors	D059005	Fleroxacin	D016576	Quinodis	T625369
Topoisomerase II Inhibitors	D059005	Etoposide	D005047	Etopos	T624933
Topoisomerase II Inhibitors	D059005	Etoposide	D005047	Etoposide, (5a alpha,9 alpha)-Isomer	T360570
Topoisomerase II Inhibitors	D059005	Mitoxantrone	D008942	NSC287836	T026732
Topoisomerase II Inhibitors	D059005	Etoposide	D005047	VP16	T015434
Topoisomerase II Inhibitors	D059005	Etoposide	D005047	Etoposide, (5S)-Isomer	T360568
Topoisomerase II Inhibitors	D059005	Etoposide	D005047	VP 16	T015434
Topoisomerase II Inhibitors	D059005	Etoposide	D005047	VP-16	T015434
Topoisomerase II Inhibitors	D059005	Etoposide	D005047	VP 16213	T015433
Topoisomerase II Inhibitors	D059005	Etoposide	D005047	VP 16 213	T015433
Topoisomerase II Inhibitors	D059005	Etoposide	D005047	VP 16-213	T015433
Topoisomerase II Inhibitors	D059005	Etoposide	D005047	Vepesid	T015435
Topoisomerase II Inhibitors	D059005	Etoposide	D005047	Teva, Etoposide	T624929
Topoisomerase II Inhibitors	D059005	Etoposide	D005047	Etoposide, alpha-D-Glucopyranosyl Isomer	T360567
Topoisomerase II Inhibitors	D059005	Etoposide	D005047	Etoposide, alpha D Glucopyranosyl Isomer	T360567
Topoisomerase II Inhibitors	D059005	Etoposide	D005047	alpha-D-Glucopyranosyl Isomer Etoposide	T360567
Topoisomerase II Inhibitors	D059005	Etoposide	D005047	Etoposido Ferrer Farma	T624931
Topoisomerase II Inhibitors	D059005	Mitoxantrone	D008942	NSC-301739	T026736
Topoisomerase II Inhibitors	D059005	Mitoxantrone	D008942	NSC299195	T026738
Topoisomerase II Inhibitors	D059005	Mitoxantrone	D008942	NSC 299195	T026738
Topoisomerase II Inhibitors	D059005	Mitoxantrone	D008942	NSC-299195	T026738
Topoisomerase II Inhibitors	D059005	Etoposide	D005047	Exitop	T624935
Topoisomerase II Inhibitors	D059005	Etoposide	D005047	Lastet	T624937
Topoisomerase II Inhibitors	D059005	Etoposide	D005047	NSC-141540	T015432
Topoisomerase II Inhibitors	D059005	Etoposide	D005047	NSC 141540	T015432
Topoisomerase II Inhibitors	D059005	Etoposide	D005047	NSC141540	T015432
Topoisomerase II Inhibitors	D059005	Etoposide	D005047	Onkoposid	T624940
Topoisomerase II Inhibitors	D059005	Etoposide	D005047	Riboposid	T624942
Topoisomerase II Inhibitors	D059005	Etoposide	D005047	Eposide	T015430
Topoisomerase II Inhibitors	D059005	Etoposide	D005047	Demethyl Epipodophyllotoxin Ethylidine Glucoside	T015429
Topoisomerase II Inhibitors	D059005	Etoposide	D005047	Etoposide	T015431
Topoisomerase II Inhibitors	D059005	Mitoxantrone	D008942	CL-232325	T026728
Topoisomerase II Inhibitors	D059005	Fleroxacin	D016576	Ro 23-6240	T049602
Topoisomerase II Inhibitors	D059005	Fleroxacin	D016576	Ro 23 6240	T049602
Topoisomerase II Inhibitors	D059005	Fleroxacin	D016576	Ro 236240	T049602
Topoisomerase II Inhibitors	D059005	Fleroxacin	D016576	AM-833	T049600
Topoisomerase II Inhibitors	D059005	Fleroxacin	D016576	AM 833	T049600
Topoisomerase II Inhibitors	D059005	Etoposide	D005047	Etoposide Teva	T624929
Topoisomerase II Inhibitors	D059005	Mitoxantrone	D008942	NSC279836	T026731
Topoisomerase II Inhibitors	D059005	Mitoxantrone	D008942	NSC-287836	T026732
Topoisomerase II Inhibitors	D059005	Mitoxantrone	D008942	NSC 287836	T026732
Topoisomerase II Inhibitors	D059005	Mitoxantrone	D008942	NSC 301739	T026736
Topoisomerase II Inhibitors	D059005	Mitoxantrone	D008942	NSC301739	T026736
Topoisomerase II Inhibitors	D059005	Mitoxantrone	D008942	NSC-301739D	T026733
Topoisomerase II Inhibitors	D059005	Mitoxantrone	D008942	NSC 301739D	T026733
Topoisomerase II Inhibitors	D059005	Fleroxacin	D016576	Fleroxacin	T049601
Topoisomerase II Inhibitors	D059005	Mitoxantrone	D008942	NSC301739D	T026733
Topoisomerase II Inhibitors	D059005	Mitoxantrone	D008942	Pralifan	T614593
Topoisomerase II Inhibitors	D059005	Etoposide	D005047	Etoposide, (5a alpha)-Isomer	T360569
Topoisomerase II Inhibitors	D059005	Etoposide	D005047	Etoposide Pierre Fabre	T624927
Topoisomerase II Inhibitors	D059005	Etoposide	D005047	Eto GRY	T624925
Topoisomerase II Inhibitors	D059005	Etoposide	D005047	Eto-GRY	T624925
Topoisomerase II Inhibitors	D059005	Etoposide	D005047	Etomedac	T624918
Topoisomerase II Inhibitors	D059005	Etoposide	D005047	Eposin	T624917
Topoisomerase II Inhibitors	D059005	Etoposide	D005047	Celltop	T624915
Topoisomerase II Inhibitors	D059005	Etoposide	D005047	Vépéside Sandoz	T624944
Topoisomerase II Inhibitors	D059005	Etoposide	D005047	Vépéside-Sandoz	T624944
Topoisomerase II Inhibitors	D059005	Mitoxantrone	D008942	Mitoxantrone Acetate	T360235
Topoisomerase II Inhibitors	D059005	Mitoxantrone	D008942	CL232325	T026728
Topoisomerase II Inhibitors	D059005	Mitoxantrone	D008942	CL 232325	T026728
Topoisomerase II Inhibitors	D059005	Mitoxantrone	D008942	Mitroxone	T614586
Topoisomerase II Inhibitors	D059005	Fleroxacin	D016576	AM833	T049600
Topoisomerase II Inhibitors	D059005	Epirubicin	D015251	4' Epi DXR	T044741
Topoisomerase II Inhibitors	D059005	Mitoxantrone	D008942	Mitoxantrone Hydrochloride	T026737
Topoisomerase II Inhibitors	D059005	Ciprofloxacin	D002939	Monohydrate, Ciprofloxacin Monohydrochloride	T842938
Topoisomerase II Inhibitors	D059005	Enoxacin	D015365	Enoxacin	T045214
Topoisomerase II Inhibitors	D059005	Enoxacin	D015365	CI-919	T045213
Topoisomerase II Inhibitors	D059005	Enoxacin	D015365	CI 919	T045213
Topoisomerase II Inhibitors	D059005	Enoxacin	D015365	CI919	T045213
Topoisomerase II Inhibitors	D059005	Enoxacin	D015365	Enoxacin Sesquihydrate	T641765
Topoisomerase II Inhibitors	D059005	Enoxacin	D015365	Sesquihydrate, Enoxacin	T641765
Topoisomerase II Inhibitors	D059005	Enoxacin	D015365	Enoxor	T621038
Topoisomerase II Inhibitors	D059005	Enoxacin	D015365	PD-107779	T428431
Topoisomerase II Inhibitors	D059005	Enoxacin	D015365	PD 107779	T428431
Topoisomerase II Inhibitors	D059005	Enoxacin	D015365	PD107779	T428431
Topoisomerase II Inhibitors	D059005	Enoxacin	D015365	Penetrex	T621039
Topoisomerase II Inhibitors	D059005	Enoxacin	D015365	AT-2266	T045212
Topoisomerase II Inhibitors	D059005	Enoxacin	D015365	AT 2266	T045212
Topoisomerase II Inhibitors	D059005	Enoxacin	D015365	AT2266	T045212
Topoisomerase II Inhibitors	D059005	Enoxacin	D015365	Enoxin	T621037
Topoisomerase II Inhibitors	D059005	Ciprofloxacin	D002939	Ciprofloxacin Monohydrochloride Monohydrate	T842938
Topoisomerase II Inhibitors	D059005	Ciprofloxacin	D002939	Hydrochloride, Ciprofloxacin	T008508
Topoisomerase II Inhibitors	D059005	Ciprofloxacin	D002939	Ciprofloxacin Hydrochloride	T008508
Topoisomerase II Inhibitors	D059005	Ciprofloxacin	D002939	Cipro	T008507
Topoisomerase II Inhibitors	D059005	Ciprofloxacin	D002939	Hydrochloride Anhydrous, Ciprofloxacin	T842939
Topoisomerase II Inhibitors	D059005	Ciprofloxacin	D002939	Anhydrous, Ciprofloxacin Hydrochloride	T842939
Topoisomerase II Inhibitors	D059005	Ciprofloxacin	D002939	Ciprofloxacin Hydrochloride Anhydrous	T842939
Topoisomerase II Inhibitors	D059005	Ciprofloxacin	D002939	Ciprofloxacin	T008506
Topoisomerase II Inhibitors	D059005	Cinoxacin	D002937	Cinobac	T008503
Topoisomerase II Inhibitors	D059005	Dexrazoxane	D064730	Razoxane, (S)-Isomer, Hydrochloride	T840403
Topoisomerase II Inhibitors	D059005	Dexrazoxane	D064730	Hydrochloride, Dexrazoxane	T840402
Topoisomerase II Inhibitors	D059005	Dexrazoxane	D064730	Dexrazoxane Hydrochloride	T840402
Topoisomerase II Inhibitors	D059005	Dexrazoxane	D064730	ADR529	T035248
Topoisomerase II Inhibitors	D059005	Doxorubicin	D004317	Doxotec	T615532
Topoisomerase II Inhibitors	D059005	Doxorubicin	D004317	Myocet	T615534
Topoisomerase II Inhibitors	D059005	Doxorubicin	D004317	Onkodox	T615535
Topoisomerase II Inhibitors	D059005	Dexrazoxane	D064730	Dexrazoxane	T035251
Topoisomerase II Inhibitors	D059005	Dexrazoxane	D064730	Razoxane, (S)-Isomer	T359876
Topoisomerase II Inhibitors	D059005	Dexrazoxane	D064730	Cardioxane	T035254
Topoisomerase II Inhibitors	D059005	Dexrazoxane	D064730	Cardioxan	T035253
Topoisomerase II Inhibitors	D059005	Mitoxantrone	D008942	Acetate, Mitoxantrone	T360235
Topoisomerase II Inhibitors	D059005	Dexrazoxane	D064730	ICRF-187	T035249
Topoisomerase II Inhibitors	D059005	Dexrazoxane	D064730	ICRF 187	T035249
Topoisomerase II Inhibitors	D059005	Dexrazoxane	D064730	ICRF187	T035249
Topoisomerase II Inhibitors	D059005	Dexrazoxane	D064730	NSC-169780	T035250
Topoisomerase II Inhibitors	D059005	Cinoxacin	D002937	Compound 64716	T008501
Topoisomerase II Inhibitors	D059005	Oxolinic Acid	D010093	Oxolinic Acid	T029847
Topoisomerase II Inhibitors	D059005	Oxolinic Acid	D010093	Gramurin	T029846
Topoisomerase II Inhibitors	D059005	Oxolinic Acid	D010093	Sodium Oxolinate	T842933
Topoisomerase II Inhibitors	D059005	Oxolinic Acid	D010093	Oxolinate, Sodium	T842933
Topoisomerase II Inhibitors	D059005	Ciprofloxacin	D002939	Ciprinol	T008509
Topoisomerase II Inhibitors	D059005	Ciprofloxacin	D002939	Bay09867	T008505
Topoisomerase II Inhibitors	D059005	Ciprofloxacin	D002939	Bay 09867	T008505
Topoisomerase II Inhibitors	D059005	Ciprofloxacin	D002939	Bay-09867	T008505
Topoisomerase II Inhibitors	D059005	Ciprofloxacin	D002939	Monohydrochloride Monohydrate, Ciprofloxacin	T842938
Topoisomerase II Inhibitors	D059005	Dexrazoxane	D064730	NSC 169780	T035250
Topoisomerase II Inhibitors	D059005	Dexrazoxane	D064730	NSC169780	T035250
Topoisomerase II Inhibitors	D059005	Dexrazoxane	D064730	ADR-529	T035248
Topoisomerase II Inhibitors	D059005	Dexrazoxane	D064730	ADR 529	T035248
Topoisomerase II Inhibitors	D059005	Oxolinic Acid	D010093	Acid, Oxolinic	T029847
Topoisomerase II Inhibitors	D059005	Doxorubicin	D004317	Doxorubicine Baxter	T615531
Topoisomerase II Inhibitors	D059005	Cinoxacin	D002937	Acid, Azolinic	T008499
Topoisomerase II Inhibitors	D059005	Cinoxacin	D002937	Clinoxacin	T008502
Topoisomerase II Inhibitors	D059005	Carubicin	D002360	NSC180,024	T006816
Topoisomerase II Inhibitors	D059005	Carubicin	D002360	NSC-180024	T529407
Topoisomerase II Inhibitors	D059005	Carubicin	D002360	NSC 180024	T529407
Topoisomerase II Inhibitors	D059005	Carubicin	D002360	NSC180024	T529407
Topoisomerase II Inhibitors	D059005	Nalidixic Acid	D009268	Sodium Nalidixic Acid, Monohydrate	T360251
Topoisomerase II Inhibitors	D059005	Teniposide	D013713	Teniposide	T040287
Topoisomerase II Inhibitors	D059005	Teniposide	D013713	Demethyl Epipodophyllotoxin Thenylidine Glucoside	T040285
Topoisomerase II Inhibitors	D059005	Teniposide	D013713	Vumon	T040289
Topoisomerase II Inhibitors	D059005	Teniposide	D013713	VM-26	T040288
Topoisomerase II Inhibitors	D059005	Teniposide	D013713	VM 26	T040288
Topoisomerase II Inhibitors	D059005	Teniposide	D013713	VM26	T040288
Topoisomerase II Inhibitors	D059005	Teniposide	D013713	Teniposide, (5a alpha,9 alpha(S*))-Isomer	T359835
Topoisomerase II Inhibitors	D059005	Teniposide	D013713	NSC-122819	T040286
